codigo;categoria;subcategoria;sub;nombre;stock
EH29UUS506;Electrohogar;HORNOS PIZZEROS;HORNOS PIZZEROS;HORNO USMAN 12 MOLDES C/VISOR US506;1
EH30EE-8040;Electrohogar;BALANZAS;BALANZAS;BALANZA EIFFEL CON BRAZO 40 KG;1
EH32AMUYU3160X;Electrohogar;CAMPANAS DE COCINA;CAMPANAS DE COCINA;CAMPANA SEMICIR AURORA MUYU;1
EH32ASENGE3160L;Electrohogar;CAMPANAS DE COCINA;;CAMPANA AURORA LCD TOUCH SENGE;1
EH32LLBLANC24870;Electrohogar;CAMPANAS DE COCINA;;CAMPANA LLANOS CIRCULAR BLANCA;1
EH32LLACERO24871;Electrohogar;CAMPANAS DE COCINA;;CAMPANA LLANOS CIRCULAR ACERO INOX;1
EH32AURQHUY3360SB;Electrohogar;PURIFICADOR;PURIFICADOR;PURIFICADOR AURORA URQHUY3360SB;1
EH32AURQHUY3360X;Electrohogar;PURIFICADOR;;PURIFICADOR AURORA URQHUY3360X;1
EH33OM06E;Electrohogar;CONTADORA DE BILLETES ;CONTADORA DE BILLETES ;CONTADORA DE BILLETES ORYX;1
EH34ATO8016E;Electrohogar;TOSTADORAS;TOSTADORAS;TOSTADORA ELEC ATMA 8016E;1
EH34HTO-P100AR;Electrohogar;TOSTADORAS;;TOSTADORA ELEC HITACHI P100AR;1
EH34UTO-4005;Electrohogar;TOSTADORAS;;TOSTADORA ELEC ULTRACOMB 750W;1
EH34SW2800;Electrohogar;TOSTADORAS;;SANDWICHERA ULTRACOMB 4 PORC;1
EH35MTRECENTO;Electrohogar;CORTADORA DE FIAMBRE;CORTADORA DE FIAMBRE;CORTADORA DE FIAMBRE MORETTI;1
EH36MMBD1.20;Electrohogar;MESADAS;MESADAS;MESADA MASECOR BACHA DOBLE 1.20m;1
EH36MMBS1.40;Electrohogar;MESADAS;;MESADA MASECOR BACHA SIMPLE 1.40m;1
EH36MMBD1.60;Electrohogar;MESADAS;;MESADA MASECOR BACHA DOBLE 1.60m;1
EH36MMBD1.80;Electrohogar;MESADAS;;MESADA MASECOR BACHA DOBLE 1.80m;1
HE01ETEAG125/1010;Herramientas;AMOLADORA;AMOLADORA;AMOLADORA EINHELL 125MM 1010W;1
HE01EPXC125/18;Herramientas;AMOLADORA;;AMOLADORA EINHELL A BATERIA 125MM 18V;1
HE01ETH-ID72;Herramientas;TALADRO;TALADRO;TALADRO EINHELL 13MM 720W;1
HE02EHS1100W;Herramientas;TALADRO;;TALADRO EINHELL 13MM 1100W;1
HE03THPL900;Herramientas;CEPILLADORA;CEPILLADORA;CEPILLO EINHELL 82X3MM 900W;1
HE04ETH-OS280E;Herramientas;LIJADORA;LIJADORA;LIJADORA ORBITAL EINHELL 280W;1
HE05EHORM130L;Herramientas;HORMIGONERAS;HORMIGONERAS;HORMIGONERA COMPAC 130L;1
HE06HHL5220;Herramientas;MOTOSIERRAS;MOTOSIERRAS;"MOTOSIERRA HALLEY 20"" HL52";1
HE06SMS170;Herramientas;MOTOSIERRAS;;MOTOSIERRA STHIL MS170;1
HE06SMS210;Herramientas;MOTOSIERRAS;;MOTOSIERRA STHIL MS210;1
HE07ECOMP100HAL;Herramientas;COMPRESOR;COMPRESOR;COMPRESOR HALLEY 2,5HP 100 LTS;1
HE07ECOMP50HALL;Herramientas;COMPRESOR;;COMPRESOR HALLEY 2.5HP 50LTS;1
HE07ECOMP25M;Herramientas;COMPRESOR;;COMPRESOR HALLEY 2HP 24LTS;1
HE08ETH-VC1820;Herramientas;ASPIRADORAS;ASPIRADORAS;ASPIRAD EINHELL 1250W TH-VC182;1
HE09HSIH160;Herramientas;SOLDADORAS;SOLDADORAS;SOLDADORA INVERTER HALLEY 160A;1
HE09HSIH200;Herramientas;SOLDADORAS;;SOLDADORA INVERTER HALLEY 200A;1
HE10HLG50F;Herramientas;MOTOGUADANA;MOTOGUADANA;MOTOGUADANA HALLEY LG50F;1
EH10PMP52;Herramientas;MOTOGUADANA;;MOTOGUADANA PLUMITA 52cc;1
HE11KK2BASIC100;Herramientas;HIDROLAVADORAS;HIDROLAVADORAS;HIDROLAVADORA KARCHER K2 BASIC;1
HE11KK3FULL120;Herramientas;HIDROLAVADORAS;;HIDROLAVADORA KARCHER K3 FULL;1
HE12HCB3012/24V;Herramientas;CARGADORES;CARGADORES;CARGADOR DE BATERIA HALLEY;1
HE13HMASC100;Herramientas;MASCARA DE SOLDAR;MASCARA DE SOLDAR;MASCARA P/ SOLDAR FOTOSENSIBLE;1
HE14TTECD18/2LI;Herramientas;ATORNILLADOR;ATORNILLADOR;ATORNILLADOR EINHELL TE-CD 18/2;1
HE15ERT-RH32;Herramientas;ROTOMARTILLO;ROTOMARTILLO;ROTOMARTILLO EINHELL 1250W;1
MU01P920;Muebles;CHIFONNIER;CHIFONNIER;CHIFONIER PLATINUM 920;1
MU01P921;Muebles;CHIFONNIER;;CHIFONIER PLATINUM 921;1
MU02P954;Muebles;CUCHETAS;CUCHETAS;CUCHETA PLATINUM TRIPLE 954;1
MU02T352;Muebles;CUCHETAS;;CUCHETA TAPICROM 352 CANO 3*;1
MU02PCESQTEEN;Muebles;CUCHETAS;;CUCHETA PERGAMINO ESQUINERA TEEN;1
MU03TMILENIO4;Muebles;JUEGO DE COMEDOR 4S;JUEGO DE COMEDOR  4S;COMBO MILENIO 4 TAPICROM;1
MU03TBARCELONA6;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO BARCELONA 6 TAPICROM;1
MU03T2PULG;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;"COMBO 2"" TAPICROM 6 SILLAS";1
MU03TCAIRO6S;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO CAIRO TAPICROM 6 SILLAS;1
MU03TEUROPA6;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO EUROPA TAPICROM RUSTIC 6;1
MU03TGENOVA;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO GENOVA TAPICROM VINILICO;1
MU03TMILENIO6;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO MILENIO 6 TAPICROM;1
MU03FA6AZTMESA1.60;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO DE MADERA 6 SILLAS AZTECA + MESA 1.60;1
MU03TMALLORCA;Muebles;JUEGO DE COMEDOR 6S;JUEGO DE COMEDOR  6S;COMBO MALLORCA 6 TAPICROM 1.50;1
MU03TBARCELONA8;Muebles;JUEGO DE COMEDOR 8S;JUEGO DE COMEDOR 8S ;COMBO BARCELONA 8 TAPICROM;1
MU03TEUROPA;Muebles;JUEGO DE COMEDOR 8S;JUEGO DE COMEDOR 8S ;COMBO EUROPA TAPICROM RUSTIC 8;1
MU03TMALLORCA8;Muebles;JUEGO DE COMEDOR 8S;JUEGO DE COMEDOR 8S ;COMBO MALLORCA TAPICROM 8;1
MU03FA8REPMESA1.40;Muebles;JUEGO DE COMEDOR 8S;JUEGO DE COMEDOR 8S ;COMBO DE MADERA 8 SILLAS + MESA 1.40;1
MU04TJE2CPVERMO;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;JUEGO DE LIV TAPICROM ELEG 2CP;1
MU04TJE3CPVERMO;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;JUEGO DE LIV TAPICROM ELEG 3CP;1
MU04TJLCANORUS;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;JUEGO DE LIV TAPICROM CANO + MESA DE VIDRIO;1
MU04TESQBERLIN;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;JUEGO DE LIV TAPICROM ESQUINERO BERLIN;1
MU04TTREN3CPOS;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;SILLON TRENTO 3 CUERPOS + 2 SILLAS MATERAS TUCSON;1
MU04TDENVER;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;SOFA DENVER 2MTS;1
MU04TSTCUEROTEX;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;SOFA TAPICROM TOKIO CUEROTEX;1
MU04TSTMON2CPOS;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;SOFA TAPICROM MONACO 2 CP CUEROTEX;1
MU04TSLIVTUCSON;Muebles;JUEGO DE LIVING;JUEGOS DE LIVING ;SOFA TAPICROM LIVERPOOL TUCSON;1
MU05GMFC140/RCR;Muebles;MESAS;MESAS;MESA GENOUD CUADRADA 1.40mts;1
MU05GMFR145MC/R;Muebles;MESAS;;MESA GENOUD RECTANG 1.45MTS CR;1
MU05GMFR180/R;Muebles;MESAS;;MESA GENOUD RECTANG 1.80MTS CR;1
MU05GMEXT1.60C/R;Muebles;MESAS;;MESA GENOUD EXTENSIBLE 1.60MTS CONTEMPORANEA ROBLE;1
MU05PRUBI1.80;Muebles;MESAS;;MESA PERGAMINO RUBI 1,80mts ROBLE;1
MU05TREDONDA120;Muebles;MESAS;;MESA TAPI REDONDA 1,20 m;1
MU05TTUBU150;Muebles;MESAS;;MESA TAPI TUBULAR 1,50 m;1
MU05TTUBU180;Muebles;MESAS;;MESA TAPI TUBULAR 1,80 m;1
MU05TVIDRIO160;Muebles;MESAS;;VIDRIO 10MM DE 0,83x1,60m;1
MU06GANANOG;Muebles;SILLAS;SILLAS;SILLAS GENOUD ANA NOGAL CRUDO;1
MU06GANANOGX6;Muebles;SILLAS;SILLAS;SILLAS GENOUD ANA ROBLE (JUEGO DE 6 SILLAS);1
MU06GSFNLINOARE;Muebles;SILLAS;SILLAS;SILLAS GENOUD FRIDA NOGAL LINO;1
MU06GSFROBGR;Muebles;SILLAS;SILLAS;SILLAS GENOUD FRIDA ROBLE GRIS (JUEGO DE 6 SILLAS);1
MU06PSEYRA;Muebles;SILLAS;SILLAS;SILLA PERGAMINO EYRA ROBLE;1
MU06PSEYRAX6;Muebles;SILLAS;SILLAS;SILLA PERGAMINO EYRA ROBLE (JUEGO DE 6 SILLAS);1
MU06TALEJ;Muebles;SILLAS;SILLAS;SILLAS TAPICROM ALEJANDRO;1
MU06TALEJX6;Muebles;SILLAS;SILLAS;SILLAS TAPICROM ALEJANDRO (JUEGO DE 6 SILLAS);1
MU06TAMCA;Muebles;SILLAS;SILLAS;SILLAS TAPI AMERICANA RESP CAN;1
MU06TAMCAX6;Muebles;SILLAS;SILLAS;SILLAS TAPI AMERICANA RESP DE CAN (JUEGO DE 6 SILLAS);1
MU06TAMTA;Muebles;SILLAS;SILLAS;SILLAS TAPI AMERICANA RESP TAPIZADO;1
MU06TAMTAX6;Muebles;SILLAS;SILLAS;SILLAS TAPI AMERICANA TAPIZADO (JUEGO DE 6 SILLAS);1
MU06TMATVER600;Muebles;SILLAS;SILLAS;SILLAS TAPICROM MATERA VERMONT;1
MU06TMICA;Muebles;SILLAS;SILLAS;SILLAS TAPI MILENIO RESP CANO;1
MU06TMICAX6;Muebles;SILLAS;SILLAS;SILLAS TAPI MILENIO RESP CANO (JUEGO DE 6 SILLAS);1
MU06TROMI;Muebles;SILLAS;SILLAS;SILLAS TAPICROM ROMITA;1
MU06TROMIX6;Muebles;SILLAS;SILLAS;SILLAS TAPICROM ROMITAS (JUEGO DE 6 SILLAS);1
MU06TBANQUETAX1;Muebles;SILLAS;SILLAS;BANQUETA TAPICROM;1
MU06TBANQUETAX6;Muebles;SILLAS;SILLAS;BANQUETA TAPICROM (JUEGO DE SILLAS);1
MU06TBANQ;Muebles;SILLAS;SILLAS;BANQUETON TAPICROM MILENIO;1
MU08ACROMA6X6;Muebles;CAMAS;CAMAS;CAMA AVILA ROMA 6x6;1
MU09P960;Muebles;MESAS DE LUZ;MESAS DE LUZ;MESA DE LUZ PLATINUM 960;1
MU09P962;Muebles;MESAS DE LUZ;;MESA DE LUZ PLATINUM 962;1
MU09GMLU;Muebles;MESAS DE LUZ;;MESA DE LUZ GENOUD;1
MU10P2601;Muebles;RACK;RACK;MESA TV PLATI RACK KIARA 2601;1
MU10P2604;Muebles;RACK;;MESA TV PLATI RACK KIARA 2604;1
MU11AR215;Muebles;MODULARES;MODULARES;MODULAR RACK 2,15mts;1
MU11P2620;Muebles;MODULARES;MODULARES;MODULAR TORRE PLATINUM 2620;1
MU11EMODVI6;Muebles;MODULARES;MODULARES;MODULAR EMC MODVI 6;1
MU11P553;Muebles;MODULARES;MODULARES;MODULAR PLATINUM 553 1,51 MTS;1
MU11P557;Muebles;MODULARES;MODULARES;MODULAR PLATINUM LCD 557;1
MU11P558;Muebles;MODULARES;MODULARES;CENTRO TV 558;1
MU24CAP90;Muebles;APARADOR;APARADOR;APARADOR ORLANDI C I M 90;1
MU24CAP120;Muebles;APARADOR;;APARADOR ORLANDI C I M 120;1
MU24CAP150;Muebles;APARADOR;;APARADOR ORLANDI C I M 150;1
MU12P3080;Muebles;PLANCHADORES;PLANCHADORES;PLANCHADOR PLATINUM 3080;1
MU12CT15;Muebles;PLANCHADORES;;PLANCHADOR CRIVEL T15;1
MU12P3081;Muebles;GABINETES;GABINETES;GABINETE PLANCH PLATINUM 3081;1
MU12P3092;Muebles;GABINETES;;GABINETE MULTIUSO PLATI 3092;1
MU12P3093;Muebles;ESCOBERO;ESCOBERO;ESCOBERO PLATINUM 3093;1
MU13PLAC46;Muebles;PLACARD;PLACARD;PLACARD EMC 4 PUERTAS 2 CAJONES;1
MU13PLAC67;Muebles;PLACARD;PLACARD;PLACARD EMC 6 PUERTAS 4 CAJONES;1
MU13EGPC12H;Muebles;PLACARD;PLACARD;PLACARD EMC PTA CORR 218X120cm;1
MU13EGPC14T;Muebles;PLACARD;PLACARD;PLACARD EMC PTA CORR 218X140cm;1
MU13EGPC18NA;Muebles;PLACARD;PLACARD;PLACARD EMC PTA CORR 218X182cm;1
MU13P912;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR LS1 2 PTS;1
MU13P913;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR LS1 3 PTS;1
MU13P914;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR LS1 4 PTS;1
MU13P916;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR LS1 6 PTS;1
MU13P1004;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR PLUS 4 PTS;1
MU13P1006;Muebles;PLACARD;PLACARD;PLACARD PTS ABRIR PLUS 6 PTS;1
MU13P632MAX;Muebles;PLACARD;PLACARD;PLACARD PTS CORRED 2 PTS MAX;1
MU13P633MAX;Muebles;PLACARD;PLACARD;PLACARD PTS CORRED 3 PTS MAX;1
MU13RD1.80X200;Muebles;PLACARD;PLACARD;PLACARD DAKAR 1.80X2.00 P CORR;1
MU13RD1.20X200;Muebles;BAULERA;PLACARD;PLACARD DAKAR 1.20X2.00 P CORR;1
MU13RD1.50X200;Muebles;BAULERA;PLACARD;PLACARD DAKAR 1.50X2.00 P CORR;1
MU13P622;Muebles;BAULERA;BAULERA;BAULERA PTS CORRED 2 PTS;1
MU14P930;Muebles;ZAPATEROS;ZAPATEROS;ZAPATERO PLATINUM MOD 930;1
MU15P3046;Muebles;AMOBLAMIENTOS DE COCINA;AMOBLAMIENTOS DE COCINA;MUEBLE MICROONDAS PLATINUM;1
MU15AMCOC1.40;Muebles;AMOBLAMIENTOS DE COCINA;JUEGO DE COCINA;JUEGO DE COCINA AM 1.40mts;1
MU15TBM2P3CAJ;Muebles;AMOBLAMIENTOS DE COCINA;;BAJO MESADA TABLE`S 1.40MTS;1
MU15TAL3P;Muebles;AMOBLAMIENTOS DE COCINA;;ALACENA TABLE`S 1.40MTS;1
MU15TJGO1.40;Muebles;AMOBLAMIENTOS DE COCINA;;JUEGO DE COCINA TABLE`S 1.40MTS;1
MU15AJDC1,40;Muebles;AMOBLAMIENTOS DE COCINA;;JUEGO DE COCINA 1.40MTS;1
MU16P2606068;Chicos;ARCON;ARCON;ARCON MULTIFUNCION 2606;1
MU17MEL1723BL;Chicos;CUNA;CUNA;CUNA CORSA FUNCIONAL BLANCO;1
MU17PMCUNFUNC;Chicos;CUNA;;CUNA FUNCIONAL PERGAMINO;1
MU17PCFVUG;Chicos;CUNA;;CUNA FUNCIONAL PERGAMINO VUGGE;1
MU19EMURO-NA;Chicos;RACK;RACK;MUEBLE TV COLGANTE EMC 155x135x30cm;1
MU19GRK/RCR;Chicos;RACK;;RACK TV GENOUD CONT ROBLE;1
MU10P2604;Chicos;RACK;;RACK KIARA PLATINUM 2604;1
MU19T1041;Chicos;RACK;;"PANEL TV TABLE'S HASTA 52""";1
MU19T1042;Chicos;RACK;;"PANEL TV TABLE'S HASTA 60""";1
MU19T1043;Chicos;RACK;;"PANEL TV TABLE'S HASTA 52""";1
MU19T1044;Chicos;RACK;;"PANEL TV TABLE'S HASTA 65""";1
MU20PMFUTCONFOR;Chicos;FUTON;FUTON;FUTON PERGAMINO CONFORT;1
MU21PMARIZEDRA;Chicos;MARINERA;MARINERA;MARINERA ZEDRA ROBLE/CEDRO;1
MU22PMCARRICRC;Chicos;CARRICAMA;CARRICAMA;CARRICAMA PERGAMINO ROB/CED;1
MU22PCNTEEN;Chicos;CAMA NIDO;CAMA NIDO;CAMA NIDO PERGAMINO TEEN;1
MU23GTOT5/RCROB;Chicos;TORRE;TORRE;TORRE GENOUD T5 CONT ROBLE P/M;1
MU23GTOT4/RCROB;Chicos;TORRE;TORRE;TORRE GENOUD T4 CONT ROBLE P/M C/V;1
MU255600;Chicos;BAHIUT;BAHIUT;BAHIUT PLATINUM 1.60 M;1
MU25GBA1.55NOG;Chicos;;;BAHIUT GENOUD 1.55 M CONT ROB;1
MU26PRESP1.40;Chicos;RESPALDOS ;RESPALDOS ;RESP DE SOMMIER PERGAMINO IMPERIA;1
MU26TRESP6446;Chicos;RESPALDOS ;RESPALDOS ;RESP DE SOMMIER TABLES 6446;1
NI01F4002;Chicos;ANDADORES Y ANDARINES;ANDADORES Y ANDARINES;ANDADOR FELCRAFT 4002 PATO;1
NI01F4015;Chicos;ANDADORES Y ANDARINES;ANDADORES Y ANDARINES;ANDADOR FELCRAFT MESEDOR 4015;1
NI01F5602;Chicos;ANDADORES Y ANDARINES;ANDADORES Y ANDARINES;ANDARIN FELCRAFT FORMULA 1;1
NI01R3044;Chicos;ANDADORES Y ANDARINES;ANDADORES Y ANDARINES;ANDARIN RONDI ELEFANTE;1
NI02FBU934;Chicos;COCHE CUNA;COCHE CUNA;COCHE FELCRAFT PARAGUA ONA;1
NI02F5007;Chicos;COCHE CUNA;COCHE CUNA;COCHE FELCRAFT JOGGER 5007;1
NI02F923;Chicos;COCHE CUNA;COCHE CUNA;COCHE FELCRAFT 923 BUKA;1
NI02F924;Chicos;COCHE CUNA;COCHE CUNA;COCHE FELCRAFT RIDER SINI;1
NI02FTS924;Chicos;COCHE CUNA;COCHE CUNA;TRAVEL SISTEM FELCRAFT SINI;1
NI03F749;Chicos;COCHE CUNA;COCHE CUNA;CUNA FELCRAFT PLEGABLE CONFORT;1
NI04F3211F;Chicos;TRICICLO;TRICICLO;TRICICLO FELCRAFT TIGER FIT;1
NI04F3211D;Chicos;TRICICLO;TRICICLO;TRICICLO FELCRAFT TIGER SPIN;1
NI05F6644;Chicos;SILLAS DE COMER;SILLAS DE COMER;SILLLA COMER FELCRAFT FOLDING;1
NI05F6652;Chicos;SILLAS DE COMER;;SILLLA COMER FELCRAFT YUMMY;1
NI05F6655;Chicos;SILLAS DE COMER;;SILLLA COMER FELCRAFT MINT;1
NI06R3124;Chicos;METEGOL;METEGOL;METEGOL RONDI CLASSIC;1
NI07S222;Chicos;SKATES;SKATES;SKATE DOBLE COLA 222;1
NI07S222/1;Chicos;SKATES;;SKATE PROFESIONAL 222/1;1
NI07S222/2;Chicos;SKATES;;SKATE PROFESIONAL 222/2;1
NI08RTC2SC;Chicos;CUATRICICLOS;CUATRICICLOS;CUATRICICLO SUSP RUEDAS GOMA;1
NI08RTCACC;Chicos;CUATRICICLOS;;CUATRICICLO CADENA RUEDAS GOMA;1
NI09FAB5188;Chicos;AUTOS Y MOTOS A BATERIA;AUTOS Y MOTOS A BATERIA;AUTO A BATERIA FELCRAFT FURIOUS;1
NI09FAB5388N;Chicos;AUTOS Y MOTOS A BATERIA;;AUTO A BATERIA FELCRAFT JAGUAR F-TYPE;1
NI09FAB801;Chicos;AUTOS Y MOTOS A BATERIA;;MOTO A BATERIA FELCRAFT WASHI;1
NI10R3082;Chicos;JUGUETES;JUGUETES;COCINA RONDI 3082;1
NI11R7002;Chicos;JUGUETES;JUGUETES;PARKING RONDI 4 NIVELES;1
NI12R3115;Chicos;JUGUETES;JUGUETES;TRANSPORTER RONDI C/AUTOS;1
NI13R3101;Chicos;JUGUETES;JUGUETES;WORK CENTER RONDI;1
NI14R3600;Chicos;JUGUETES;JUGUETES;BASKETBALL RONDI;1
NI15R3053;Chicos;JUGUETES;JUGUETES;CAR WASH RONDI;1
OF01P401;Oficina;ESCRITORIO;ESCRITORIO;ESCRITORIO PLATINUM 501 1,00 M;1
OF01P402;Oficina;ESCRITORIO;;ESCRITORIO PLATINUM 502 1,20 M;1
OF01P403;Oficina;ESCRITORIO;;ESCRITORIO PLATINUM 503 1,50 M;1
OF03P405;Oficina;BIBLIOTECAS;BIBLIOTECAS;BIBLIOTECA INFERIOR PLATI 405;1
OF03P429;Oficina;BIBLIOTECAS;;BIBLIOTECA PTS ALTAS PLATI 429;1
OF03P430;Oficina;BIBLIOTECAS;;BIBLIOTECA PTS BAJAS PLATI 430;1
OF03P9013;Oficina;LIBREROS;LIBREROS;LIBRERO ECO PLATINUM 9013;1
OF04P2504;Oficina;MESA DE PC;MESA DE PC;MESA PC PLATINUM KIARA 2504;1
OF04P2505;Oficina;MESA DE PC;;MESA PC PLATINUM ESQUINA 2505;1
OF04P424;Oficina;MESA DE PC;;MESA PC PLATINUM 424 1,00 M;1
OF04P9012;Oficina;MESA DE PC;;MESA PC PLATINUM 9012;1
OF04P9017;Oficina;MESA DE PC;;MESA PC PLATINUM 9017;1
OF04P9037;Oficina;MESA DE PC;;MESA PC PLATINUM 9037;1
